date,sales
2015-05-02,357
2015-05-03,354
2015-05-04,357
2015-05-05,327
2015-05-06,352
2015-05-07,298
2015-05-08,340
2015-05-09,375
2015-05-10,281
2015-05-11,365
2015-05-12,371
2015-05-13,295
2015-05-14,247
2015-05-15,326
2015-05-16,383
2015-05-17,348
2015-05-18,294
2015-05-19,294
2015-05-20,337
2015-05-21,290
2015-05-22,356
2015-05-23,417
2015-05-24,473
2015-05-25,272
2015-05-26,291
2015-05-27,383
2015-05-28,320
2015-05-29,299
2015-05-30,386
2015-05-31,461
2015-06-01,314
2015-06-02,369
2015-06-03,292
2015-06-04,268
2015-06-05,301
2015-06-06,428
2015-06-07,330
2015-06-08,250
2015-06-09,232
2015-06-10,330
2015-06-11,242
2015-06-12,329
2015-06-13,372
2015-06-14,313
2015-06-15,266
2015-06-16,254
2015-06-17,325
2015-06-18,346
2015-06-19,323
2015-06-20,399
2015-06-21,329
2015-06-22,311
2015-06-23,313
2015-06-24,355
2015-06-25,299
2015-06-26,325
2015-06-27,384
2015-06-28,446
2015-06-29,374
2015-06-30,294
2015-07-01,450
2015-07-02,398
2015-07-03,530
2015-07-04,297
2015-07-05,289
2015-07-06,375
2015-07-07,328
2015-07-08,383
2015-07-09,356
2015-07-10,408
2015-07-11,454
2015-07-12,427
2015-07-13,356
2015-07-14,248
2015-07-15,332
2015-07-16,376
2015-07-17,370
2015-07-18,470
2015-07-19,526
2015-07-20,303
2015-07-21,288
2015-07-22,415
2015-07-23,302
2015-07-24,386
2015-07-25,361
2015-07-26,383
2015-07-27,356
2015-07-28,273
2015-07-29,291
2015-07-30,324
2015-07-31,383
2015-08-01,455
2015-08-02,504
2015-08-03,468
2015-08-04,312
2015-08-05,297
2015-08-06,362
2015-08-07,437
2015-08-08,434
2015-08-09,524
2015-08-10,337
2015-08-11,334
2015-08-12,323
2015-08-13,341
2015-08-14,342
2015-08-15,501
2015-08-16,442
2015-08-17,355
2015-08-18,309
2015-08-19,440
2015-08-20,328
2015-08-21,376
2015-08-22,420
2015-08-23,427
2015-08-24,298
2015-08-25,336
2015-08-26,317
2015-08-27,385
2015-08-28,297
2015-08-29,431
2015-08-30,388
2015-08-31,387
2015-09-01,308
2015-09-02,368
2015-09-03,483
2015-09-04,292
2015-09-05,409
2015-09-06,462
2015-09-07,483
2015-09-08,350
2015-09-09,299
2015-09-10,308
2015-09-11,352
2015-09-12,380
2015-09-13,435
2015-09-14,351
2015-09-15,313
2015-09-16,306
2015-09-17,417
2015-09-18,440
2015-09-19,424
2015-09-20,394
2015-09-21,328
2015-09-22,293
2015-09-23,368
2015-09-24,251
2015-09-25,372
2015-09-26,380
2015-09-27,404
2015-09-28,361
2015-09-29,240
2015-09-30,288
2015-10-01,377
2015-10-02,461
2015-10-03,485
2015-10-04,432
2015-10-05,272
2015-10-06,289
2015-10-07,350
2015-10-08,329
2015-10-09,384
2015-10-10,303
2015-10-11,316
2015-10-12,406
2015-10-13,320
2015-10-14,331
2015-10-15,341
2015-10-16,328
2015-10-17,441
2015-10-18,397
2015-10-19,361
2015-10-20,308
2015-10-21,353
2015-10-22,254
2015-10-23,405
2015-10-24,392
2015-10-25,449
2015-10-26,354
2015-10-27,331
2015-10-28,299
2015-10-29,276
2015-10-30,406
2015-10-31,477
2015-11-01,448
2015-11-02,407
2015-11-03,283
2015-11-04,366
2015-11-05,338
2015-11-06,405
2015-11-07,457
2015-11-08,422
2015-11-09,281
2015-11-10,284
2015-11-11,306
2015-11-12,280
2015-11-13,347
2015-11-14,411
2015-11-15,439
2015-11-16,303
2015-11-17,395
2015-11-18,295
2015-11-19,447
2015-11-20,403
2015-11-21,394
2015-11-22,431
2015-11-23,436
2015-11-24,326
2015-11-25,326
2015-11-26,106
2015-11-27,240
2015-11-28,375
2015-11-29,329
2015-11-30,463
2015-12-01,494
2015-12-02,329
2015-12-03,365
2015-12-04,350
2015-12-05,454
2015-12-06,445
2015-12-07,305
2015-12-08,330
2015-12-09,322
2015-12-10,394
2015-12-11,437
2015-12-12,422
2015-12-13,404
2015-12-14,366
2015-12-15,340
2015-12-16,299
2015-12-17,310
2015-12-18,373
2015-12-19,560
2015-12-20,460
2015-12-21,543
2015-12-22,368
2015-12-23,365
2015-12-24,336
2015-12-25,0
2015-12-26,351
2015-12-27,375
2015-12-28,323
2015-12-29,419
2015-12-30,345
2015-12-31,334
2016-01-01,307
2016-01-02,600
2016-01-03,337
2016-01-04,316
2016-01-05,281
2016-01-06,274
2016-01-07,397
2016-01-08,422
2016-01-09,487
2016-01-10,278
2016-01-11,378
2016-01-12,304
2016-01-13,239
2016-01-14,354
2016-01-15,381
2016-01-16,461
2016-01-17,427
2016-01-18,395
2016-01-19,237
2016-01-20,284
2016-01-21,374
2016-01-22,304
2016-01-23,476
2016-01-24,313
2016-01-25,313
2016-01-26,293
2016-01-27,281
2016-01-28,313
2016-01-29,281
2016-01-30,411
2016-01-31,393
2016-02-01,367
2016-02-02,281
2016-02-03,400
2016-02-04,343
2016-02-05,321
2016-02-06,479
2016-02-07,283
2016-02-08,267
2016-02-09,285
2016-02-10,353
2016-02-11,342
2016-02-12,269
2016-02-13,410
2016-02-14,365
2016-02-15,313
2016-02-16,310
2016-02-17,385
2016-02-18,313
2016-02-19,423
2016-02-20,418
2016-02-21,409
2016-02-22,373
2016-02-23,289
2016-02-24,328
2016-02-25,306
2016-02-26,348
2016-02-27,376
2016-02-28,498
2016-02-29,253
2016-03-01,368
2016-03-02,342
2016-03-03,273
2016-03-04,310
2016-03-05,396
2016-03-06,519
2016-03-07,315
2016-03-08,331
2016-03-09,324
2016-03-10,367
2016-03-11,244
2016-03-12,474
2016-03-13,334
2016-03-14,300
2016-03-15,279
2016-03-16,324
2016-03-17,238
2016-03-18,365
2016-03-19,393
2016-03-20,311
2016-03-21,344
2016-03-22,288
2016-03-23,267
2016-03-24,346
2016-03-25,281
2016-03-26,367
2016-03-27,243
2016-03-28,368
2016-03-29,306
2016-03-30,304
2016-03-31,356
2016-04-01,510
2016-04-02,367
2016-04-03,521
2016-04-04,322
2016-04-05,333
2016-04-06,293
2016-04-07,252
2016-04-08,397
2016-04-09,366
2016-04-10,366
2016-04-11,471
2016-04-12,274
2016-04-13,222
2016-04-14,301
2016-04-15,273
2016-04-16,442
2016-04-17,471
2016-04-18,371
2016-04-19,310
2016-04-20,222
2016-04-21,270
2016-04-22,338
2016-04-23,420
2016-04-24,444
2016-04-25,390
2016-04-26,268
2016-04-27,309
2016-04-28,282
2016-04-29,363
2016-04-30,434
2016-05-01,413
2016-05-02,309
2016-05-03,379
2016-05-04,374
2016-05-05,307
2016-05-06,413
2016-05-07,409
2016-05-08,304
2016-05-09,430
2016-05-10,241
2016-05-11,314
2016-05-12,377
2016-05-13,371
2016-05-14,490
2016-05-15,448
2016-05-16,255
2016-05-17,225
2016-05-18,283
2016-05-19,241
2016-05-20,345
2016-05-21,477
2016-05-22,414
